Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
D11195C9-1EED-C15E-1008-B416269F20E3,"DESC0009409","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",14,"USA","CA",18,"USA","$150,000.00",02/12/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.049","Office of Science Financial Assistance Program",2014,Prime
FAB90795-1FF3-20B4-1D84-B4263EC78158,"1429830","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$3,500,000.00",08/18/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
BDCF7ACB-8D47-2DAF-B68B-B57026FE88FB,"1358907","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$178,935.00",05/18/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.075","Social, Behavioral, and Economic Sciences",2014,Prime
51F810DA-8F94-0CBF-5A08-B78E479AFA62,"1360634","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$440,000.00",06/10/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.049","Mathematical and Physical Sciences",2014,Prime
536CF6C9-925C-7773-DC55-B8AD95657107,"DESC0009818","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",14,"USA","CA",18,"USA","$75,000.00",01/31/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.049","Office of Science Financial Assistance Program",2014,Prime
58517A1D-8555-9CEE-5DC8-B9CC36380991,"1421292","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$225,000.00",09/08/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
BEB9B5A6-A16E-4831-6117-BC4DE630DE34,"1351131","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$112,362.00",01/13/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
962B121A-04AC-73BF-C118-BC9697D6E5AF,"1405066","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$140,653.00",09/04/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.049","Mathematical and Physical Sciences",2014,Prime
A148D6B8-0E55-7C94-F2C0-BD6B58324C89,"1434303","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$11,999.00",08/19/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.075","Social, Behavioral, and Economic Sciences",2014,Prime
16E64610-6F23-419A-4666-C1198D842B4C,"1414000","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$363,840.00",07/31/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
2E8F3774-6BE1-9A81-B107-C4427866843A,"1447697","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$207,807.00",08/27/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
AD7974E6-8E8B-B9F0-58D2-C484B1820968,"1430429","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$15,000.00",05/06/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.074","Biological Sciences",2014,Prime
9A3B8DEE-D2BD-EC64-D957-C5B55CD734B2,"DENA0002011","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",14,"USA","CA",18,"USA","$267,000.00",03/20/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.112","Stewardship Science Grant Program",2014,Prime
0789474C-EAE2-70EF-3CE3-C8EDF71E952C,"1360958","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$318,642.00",08/25/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
72A08157-5973-DD45-73A7-CA1A7AC12982,"1404527","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$20,865.00",05/18/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.074","Biological Sciences",2014,Prime
B13E4136-AACD-82C2-E4DE-CBFBD28B054F,"1435683","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$300,000.00",06/23/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
D637831D-AB68-F4CB-E528-CC742AAAAB14,"1408911","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$800,000.00",06/03/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
A5B46080-E2DA-4649-3B47-D07CAE021A2A,"1422088","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$466,783.00",08/04/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
0EF7693B-7D2F-189C-108D-D309EA83AA33,"1451037","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$300,000.00",07/31/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
6A7124C2-C39C-4C2B-2580-D375F1E7671A,"1331552","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$200,117.00",08/18/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
9F60E8AF-9E50-42FA-1BEA-D492A5B75CB3,"1446330","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$279,326.00",08/11/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
63185AF6-9081-D6DD-4126-D5B0BC9D8F9C,"1406028","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$420,000.00",06/07/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.049","Mathematical and Physical Sciences",2014,Prime
2A714CDC-D657-8FD8-2DA1-D78FF7C24AFA,"1316706","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$40,000.00",11/08/2013,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.049","Mathematical and Physical Sciences",2014,Prime
C541EE2E-1E40-3484-E53A-DF03EAA34AD6,"1404866","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$1,117,078.00",06/24/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.074","Biological Sciences",2014,Prime
E2C9044C-9B8A-5EEB-00A3-E1BD57AD3B22,"1403396","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$189,000.00",08/10/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.049","Mathematical and Physical Sciences",2014,Prime
8CDF5482-D148-7624-E9BE-EEDA97FEF305,"1417238","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$44,999.00",12/12/2013,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
E333F38A-058E-0386-E8FD-F1957160F404,"1441358","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$550,000.00",08/08/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
18B7AFE4-5A0B-C6D1-583D-FCFBDF811E15,"1439982","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$40,000.00",08/18/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
AE30C690-C1A1-AC56-A104-FDCFF65B5410,"1444910","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$582,549.00",09/04/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.075","Social, Behavioral, and Economic Sciences",2014,Prime
BBAD4D79-B13E-599E-A913-FEBF7A0A0684,"1423439","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$19,999.00",07/31/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.075","Social, Behavioral, and Economic Sciences",2014,Prime
915BA377-8DF6-6B84-23A8-0D434A554EF7,"1358607","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$270,594.00",06/17/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.050","Geosciences",2014,Prime
05CF3C1A-6333-0536-85DC-187C42508443,"DESC0012338","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",18,"USA","$450,000.00",07/03/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.049","Office of Science Financial Assistance Program",2014,Prime
A06ABD7E-28F2-2CE7-21D0-1159E6E11352,"1445921","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",15,"USA","$6,000.00",06/09/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
E484FA8A-F210-8FAE-C355-D3EEED9DC8A4,"1462189","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","CA",13,"USA","$456,746.00",09/15/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.070","Computer and Information Science and Engineering",2014,Prime
5838CAB3-E9EF-BF5D-CFEF-3A2B871057BB,"1346286","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","INT",N/A,"GTM","$13,085.00",01/02/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.075","Social, Behavioral, and Economic Sciences",2014,Prime
DD71064C-622F-9DD9-4A52-66459C3FD39F,"1258609","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","MI",12,"USA","$417,562.00",08/27/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.041","Engineering Grants",2014,Prime
24D8429E-4434-5280-93D0-044A7EC9B94C,"1215886","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Palo Alto                   ","CA",18,"USA","WA",07,"USA","($158,305.00)",05/06/2014,Grants,"National Science Foundation","National Science Foundation","N/A","N/A","47.050","Geosciences",2014,Prime
6E4B7902-F010-E04B-24E9-FF132F436022,"DESC0002009","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","($264.00)",01/15/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.049","Office of Science Financial Assistance Program",2014,Prime
9D89BDDA-8237-220B-D738-57039B93CFBA,"DESC0006783","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",27,"USA","$330,000.00",04/01/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.049","Office of Science Financial Assistance Program",2014,Prime
2B675DA0-D42A-4DC0-97F9-70B9BA7C9042,"SA0000341","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",20,"USA","$112,903.00",03/11/2014,Others,"National Aeronautics and Space Administration","National Aeronautics and Space Administration","N/A","N/A","","",2014,Sub
B8F00E98-4477-B697-ADBB-45F77F8B58B0,"DEEE0005960","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","$0.00",03/06/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.087","Renewable Energy Research and Development",2014,Prime
F2F0430D-FB31-616C-1575-C924185B6CB5,"DEEE0005960","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","$0.00",06/20/2014,Grants,"Department of Energy","Department of Energy","N/A","N/A","81.087","Renewable Energy Research and Development",2014,Prime
4F45D278-0C96-4CB8-AF29-A6F6F8C3A3F0,"1000 G QB250","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$27,295.00",06/13/2014,Others,"National Science Foundation","National Science Foundation","N/A","N/A","","",2014,Sub
99AD2176-CEFE-4B99-9170-A4B335A4E08E,"BD515965","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$116,863.00",10/09/2013,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
2A33C28B-B9F4-4D99-9E99-B359216D3F44,"47680","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$111,860.00",10/02/2013,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
AE907CEE-B836-4F75-A422-9810788E696E,"NNX09AD83G","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","($1,092.00)",03/06/2014,Grants,"National Aeronautics and Space Administration","National Aeronautics and Space Administration","N/A","N/A","43.001","Science",2014,Prime
77972658-AC7C-47BD-828E-AFDADF5A27A2,"2001976841","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$40,000.00",02/20/2014,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
FE1D8749-BC7B-4A9E-88E7-469296CF5271,"UFDSP00010347","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$155,606.00",08/01/2014,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
FE1D8749-BC7B-4A9E-88E7-469296CF5271,"UFDSP00010347","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$155,606.00",08/01/2014,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
B25D1E9C-AA54-43F6-88A5-AB4A0986E914,"7990sc","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","$92,700.00",05/30/2014,Others,"Department of Health and Human Services","Department of Health and Human Services","N/A","N/A","","",2014,Sub
79E819EF-9E58-8B49-3FB9-07F439343E8A,"N000141410280","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$62,607.00",07/02/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
A1D719C1-74FC-B0FE-F93B-0A4734D54791,"N000141410233","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$95,000.00",03/31/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
51F3E736-2D04-C597-DC08-0B26A6280E8E,"N000141410102","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$88,691.00",02/18/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
20ECB104-E9BB-F54D-6A96-11F60DE52854,"N000141310571","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$79,714.00",03/13/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
AA561A97-086F-5BCA-4699-1B2FF8E863B5,"N000141310761","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$81,690.00",03/26/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
571D09FD-95F2-4013-09FD-21FE7E57F944,"N000141110707","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$332,177.00",03/26/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
84153AB2-BA72-0E10-5009-22968434BA1C,"N00173141G005","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$60,930.00",06/24/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
2671A6A6-9F8F-0E44-D1E0-22F9B3BFCF98,"N000141110396","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$74,258.00",02/11/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
BD2B6E1E-06BB-9D06-D462-2CA8F909948D,"N000140810544","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","($514.00)",05/30/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
1E3659C5-DF3C-37A3-1DC1-2ED4D6623490,"N000141310287","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$31,146.00",11/20/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
CA03180D-9E7C-BDD7-6D14-3C555F68F1B5,"N000141110707","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$324,504.00",05/08/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
39797DB1-C078-18E7-03F5-41C767879110,"N000141010521","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$119,644.00",03/26/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
0CD6CB69-99E4-8433-FB83-47E711791BD4,"N000141410820","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$9,696.00",07/27/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
CF6A126A-4135-E47A-EB69-4805535AD806,"N000141110030","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$11,127.00",07/02/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
FB86D8DE-33AE-7565-19BD-52B5A11C5228,"N000141210914","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$260,000.00",11/26/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
6C5AD2A9-FACE-56A6-DDD4-57773A77DDCB,"N000141410590","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$250,000.00",06/05/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
0B9C11CD-9F77-910A-46C6-58DF0D836DE7,"N000141010599","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","($657.00)",05/30/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
1D51DD49-CEB7-F6F4-F5EE-5A58F0FAD30A,"N000141110538","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$0.00",01/23/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
2AA40FF0-B397-6EB8-E050-5BD9C217FCC4,"N000141110233","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",18,"USA","$17,497.00",11/26/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
01EB509E-6BA8-CBB9-51B6-5C9EB48D7937,"N000141110286","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$85,807.00",12/18/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
76532A8A-9F0A-B0FF-3440-5DC08F1A4BAC,"N000141110538","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$85,807.00",11/12/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
66BF9A2F-A37C-81C9-6F1E-5D868EBB3196,"N000141210914","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$225,196.00",05/22/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
731830FA-25FB-6E9B-8AF1-63A74905449C,"N000141310346","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$97,006.00",04/25/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
C82268F9-DFBF-5F7F-66A7-698FA479816C,"G14AP00038","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","$89,274.00",03/21/2014,Grants,"Department of the Interior ","Geological Survey","N/A","N/A","15.807","Earthquake Hazards Research Grants",2014,Prime
FD079ED0-D2EA-6707-C287-7AAEEA6BA8DE,"N000141410233","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$25,000.00",02/28/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
6177807E-A627-9FBF-D67E-7B0BB0E980E2,"N000141410280","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$140,000.00",03/26/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
E491615D-BCB4-9DB8-39D1-83C522C92C08,"N000141410551","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$250,000.00",07/21/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
37D927BC-AE5A-D9E8-D439-852276F6EB10,"N000141210914","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$265,000.00",03/26/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
F8B2ABD7-D651-95A5-6F5E-85C4ECF1603F,"N000141410551","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$750,000.00",05/29/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
5FF67F86-421B-89DA-F759-875B7D4CE7D2,"G14AP00037","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",14,"USA","$33,034.00",03/21/2014,Grants,"Department of the Interior ","Geological Survey","N/A","N/A","15.807","Earthquake Hazards Research Grants",2014,Prime
F492012C-7878-7723-0915-886749F621AB,"N000141310419","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$600,000.00",04/04/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
F7EE095C-E618-B4C2-FFD0-89807E8FD1DC,"N000140910967","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$150,000.00",12/18/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
F02FA7FA-9EDA-63C7-E8CE-953882EDD106,"N000141010521","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$182,521.00",12/13/2013,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
B025CDBC-48FD-204C-C291-9908FD3DFDDD,"N000141310195","N/A",009214214,"LELAND STANFORD JUNIOR UNIVERSITY, THE","Stanford                    ","CA",18,"USA","CA",N/A,"USA","$72,502.00",04/10/2014,Grants,"Department of Defense","Department of Defense","N/A","N/A","12.300","Basic and Applied Scientific Research",2014,Prime
